source_id,study_case,time_s,patch_name,q_min_w_m2,q_max_w_m2,q_total_w,q_avg_w_m2,leg_group,thermal_role,patch_rank_in_leg,patch_count_in_leg,section_progress_0to1,latest_processor_time,area_m2,areaAverage_T_w_k,areaAverage_wallHeatFlux_w_m2,sample_time_s,areaAverage_Nu_ref
val_water_test_1_coarse_mesh_laminar,Water 1,5274.0,pipeleg_upper_02_bend,-93.03564216,-69.55453279,-0.0536594636,-81.19414639,upper_leg,transport,2,9,0.125,5274,0.0006608784744,312.8370647,-81.19414639,5274.0,
val_water_test_1_coarse_mesh_laminar,Water 1,5274.0,pipeleg_upper_03_straight,-88.04346098,-61.48385223,-0.6533945968,-81.63400249,upper_leg,transport,3,9,0.25,5274,0.008003951501,313.8265296,-81.63400249,5274.0,
val_water_test_1_coarse_mesh_laminar,Water 1,5274.0,pipeleg_upper_04_reducer,-111.557871,-111.5578178,-0.6452509614,-111.5578354,upper_leg,cooling_branch,4,9,0.375,5274,0.005784003956,313.3165479,-111.5578354,5274.0,
val_water_test_1_coarse_mesh_laminar,Water 1,5274.0,pipeleg_upper_05_cooler,-1598.169518,-1598.167381,-29.10345745,-1598.168416,upper_leg,cooling_branch,5,9,0.5,5274,0.0182105072,311.6309915,-1598.168416,5274.0,
val_water_test_1_coarse_mesh_laminar,Water 1,5274.0,pipeleg_upper_06_reducer,-111.5578522,-111.5578271,-0.645250976,-111.557838,upper_leg,cooling_branch,6,9,0.625,5274,0.005784003954,315.1780928,-111.557838,5274.0,
val_water_test_1_coarse_mesh_laminar,Water 1,5274.0,pipeleg_upper_07_straight,-89.5834292,-87.35783413,-0.7111180289,-88.84586929,upper_leg,transport,7,9,0.75,5274,0.008003951501,315.3292265,-88.84586929,5274.0,
val_water_test_1_coarse_mesh_laminar,Water 1,5274.0,pipeleg_upper_08_bend,-94.51682078,-93.58797209,-0.06228131903,-94.24019924,upper_leg,transport,8,9,0.875,5274,0.0006608784737,315.379735,-94.24019924,5274.0,
val_water_test_1_coarse_mesh_laminar,Water 1,5274.0,pipeleg_upper_09_straight,-90.10725869,-88.06863021,-0.678128502,-88.98144125,upper_leg,transport,9,9,1.0,5274,0.007621010543,315.4634619,-88.98144125,5274.0,
val_water_test_1_coarse_mesh_laminar,Water 1,5274.0,pipeleg_left_01_upper,-86.92887661,-83.67628536,-2.087178622,-84.503164,left_leg,transport,1,7,0.0,5274,0.02469941388,314.9234718,-84.503164,5274.0,
val_water_test_1_coarse_mesh_laminar,Water 1,5274.0,pipeleg_left_02_connector,-100.1637919,-99.74948061,-0.01584832021,-99.93423151,left_leg,transport,2,7,0.16666666666666666,5274,0.0001585875027,314.7605211,-99.93423152,5274.0,
val_water_test_1_coarse_mesh_laminar,Water 1,5274.0,pipeleg_left_03_fitting,-123.31079,-121.4695802,-0.254800976,-122.7504523,left_leg,transport,3,7,0.3333333333333333,5274,0.00207576405,314.779126,-122.7504523,5274.0,
val_water_test_1_coarse_mesh_laminar,Water 1,5274.0,pipeleg_left_04_test_section,-234.4140302,-221.9700925,-2.783556867,-227.0725147,left_leg,test_section,4,7,0.5,5274,0.01225844912,314.8683562,-227.0725147,5274.0,
val_water_test_1_coarse_mesh_laminar,Water 1,5274.0,pipeleg_left_05_fitting,-128.6448468,-126.0589258,-0.263924844,-127.1458786,left_leg,transport,5,7,0.6666666666666666,5274,0.00207576405,315.41422,-127.1458787,5274.0,
val_water_test_1_coarse_mesh_laminar,Water 1,5274.0,pipeleg_left_06_connector,-104.628527,-102.9419627,-0.01645509851,-103.7603735,left_leg,transport,6,7,0.8333333333333334,5274,0.0001585875027,315.4395893,-103.7603735,5274.0,
val_water_test_1_coarse_mesh_laminar,Water 1,5274.0,pipeleg_left_07_lower,-95.48489947,-84.68559611,-1.883549007,-89.07774765,left_leg,transport,7,7,1.0,5274,0.02114500036,315.819884,-89.07774765,5274.0,
